doi,label,person
10.1007/s00497-023-00460-z,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1065872,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.216.85972,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.199.79501,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.199.85231,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.199.80727,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.202.86653,Not Neotoma,0000-0002-2700-4605
10.3897/BDJ.10.e83523,Not Neotoma,0000-0002-2700-4605
10.2147/CEOR.S377399,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.212.89347,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.215.96362,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.215.96263,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.9795,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2023.1090026,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.210.90598,Not Neotoma,0000-0002-2700-4605
10.1111/cea.14266,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.14699,Not Neotoma,0000-0002-2700-4605
10.1016/j.jprot.2023.104825,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2023.161969,Not Neotoma,0000-0002-2700-4605
10.1111/tpj.16136,Not Neotoma,0000-0002-2700-4605
10.1002/cbdv.202201162,Not Neotoma,0000-0002-2700-4605
10.1007/s00497-023-00459-6,Not Neotoma,0000-0002-2700-4605
10.1016/j.rmr.2023.01.011,Not Neotoma,0000-0002-2700-4605
10.1080/14786419.2023.2172727,Not Neotoma,0000-0002-2700-4605
10.1038/s41576-022-00568-4,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-29257-w,Not Neotoma,0000-0002-2700-4605
10.1021/acs.jpca.2c06718,Not Neotoma,0000-0002-2700-4605
10.1002/ajb2.16137,Not Neotoma,0000-0002-2700-4605
10.7554/eLife.85565,Not Neotoma,0000-0002-2700-4605
10.1007/s12298-023-01278-9,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1073788,Not Neotoma,0000-0002-2700-4605
10.1016/j.molp.2023.01.011,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0271938,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2022.1026304,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.33160,Not Neotoma,0000-0002-2700-4605
10.1093/conphys/coac084,Not Neotoma,0000-0002-2700-4605
10.1016/j.alit.2023.01.003,Not Neotoma,0000-0002-2700-4605
10.1039/d2fo03119a,Not Neotoma,0000-0002-2700-4605
10.1016/j.chemosphere.2023.137994,Not Neotoma,0000-0002-2700-4605
10.1111/plb.13505,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koad021,Not Neotoma,0000-0002-2700-4605
10.1007/s00497-023-00458-7,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0280922,Not Neotoma,0000-0002-2700-4605
10.1002/ps.7391,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1110027,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1096804,Not Neotoma,0000-0002-2700-4605
10.3389/fgeed.2022.1085023,Not Neotoma,0000-0002-2700-4605
10.3389/fphys.2022.1089669,Not Neotoma,0000-0002-2700-4605
10.2147/JAA.S393683,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2022.1053558,Not Neotoma,0000-0002-2700-4605
10.1016/j.envpol.2023.121131,Not Neotoma,0000-0002-2700-4605
10.1093/plphys/kiad031,Not Neotoma,0000-0002-2700-4605
10.1093/jee/toad008,Not Neotoma,0000-0002-2700-4605
10.1016/bs.vh.2022.10.007,Not Neotoma,0000-0002-2700-4605
10.1002/jemt.24296,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2022.1092262,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2022.1080153,Not Neotoma,0000-0002-2700-4605
10.1080/07391102.2023.2169353,Not Neotoma,0000-0002-2700-4605
10.1016/j.rmed.2023.107125,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1058421,Not Neotoma,0000-0002-2700-4605
10.1270/jsbbs.21100,Not Neotoma,0000-0002-2700-4605
10.3389/fmicb.2022.1057626,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-022-05640-x,Not Neotoma,0000-0002-2700-4605
10.1038/s42004-022-00729-w,Not Neotoma,0000-0002-2700-4605
10.1021/acs.jafc.2c05801,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0280875,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0279826,Not Neotoma,0000-0002-2700-4605
10.1007/s12033-023-00664-8,Not Neotoma,0000-0002-2700-4605
10.1089/can.2022.0263,Not Neotoma,0000-0002-2700-4605
10.1016/j.waojou.2022.100739,Not Neotoma,0000-0002-2700-4605
10.4168/aair.2023.15.1.19,Not Neotoma,0000-0002-2700-4605
10.1007/s00497-023-00457-8,Not Neotoma,0000-0002-2700-4605
10.1111/all.15653,Not Neotoma,0000-0002-2700-4605
10.1111/pce.14551,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-28354-0,Not Neotoma,0000-0002-2700-4605
10.1093/lambio/ovac017,Not Neotoma,0000-0002-2700-4605
10.5114/ada.2022.117978,Not Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2022.e12668,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1106219,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.14704,Not Neotoma,0000-0002-2700-4605
10.1111/jipb.13459,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020387,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020373,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020365,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020356,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020329,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020259,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020244,Not Neotoma,0000-0002-2700-4605
10.3390/molecules28020835,Not Neotoma,0000-0002-2700-4605
10.3390/molecules28020715,Not Neotoma,0000-0002-2700-4605
10.3390/life13010247,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.159982,Neotoma,0000-0002-2700-4605
10.1098/rspb.2020.1185,Neotoma,0000-0002-2700-4605
10.1007/s11356-019-04581-9,Neotoma,0000-0002-2700-4605
10.13287/j.1001-9332.202102.005,Neotoma,0000-0002-2700-4605
10.1021/acs.est.7b06386,Neotoma,0000-0002-2700-4605
10.1111/mec.15696,Neotoma,0000-0002-2700-4605
10.1126/science.219.4591.1429,Neotoma,0000-0002-2700-4605
10.1002/ece3.9807,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.155785,Neotoma,0000-0002-2700-4605
10.1038/s41467-017-01455-x,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.141738,Neotoma,0000-0002-2700-4605
10.1002/aps3.1034,Neotoma,0000-0002-2700-4605
10.1126/sciadv.abh3233,Neotoma,0000-0002-2700-4605
10.1073/pnas.1424315112,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2017.03.079,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0172989,Neotoma,0000-0002-2700-4605
10.1016/j.envpol.2019.03.030,Neotoma,0000-0002-2700-4605
10.1098/rsos.210529,Neotoma,0000-0002-2700-4605
10.1038/s41598-021-03547-7,Neotoma,0000-0002-2700-4605
10.1126/science.aao2200,Neotoma,0000-0002-2700-4605
10.1098/rsos.192067,Neotoma,0000-0002-2700-4605
10.1073/pnas.2018277118,Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.12.001,Neotoma,0000-0002-2700-4605
10.1002/ece3.9116,Neotoma,0000-0002-2700-4605
10.1007/s00334-018-0679-6,Neotoma,0000-0002-2700-4605
10.1038/s41467-019-12138-0,Neotoma,0000-0002-2700-4605
10.1038/s41586-020-03082-x,Neotoma,0000-0002-2700-4605
10.1038/s41467-021-22506-4,Neotoma,0000-0002-2700-4605
10.1002/jqs.3414,Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.09.006,Neotoma,0000-0002-2700-4605
10.1177/0959683618788732,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0259151,Neotoma,0000-0002-2700-4605
10.1073/pnas.2019069118,Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1007612,Neotoma,0000-0002-2700-4605
10.1007/s12520-020-01254-4,Neotoma,0000-0002-2700-4605
10.1073/pnas.2022216118,Neotoma,0000-0002-2700-4605
10.1134/S0012496620030047,Neotoma,0000-0002-2700-4605
10.3390/genes9040198,Neotoma,0000-0002-2700-4605
10.1093/molbev/msz311,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0234853,Neotoma,0000-0002-2700-4605
10.1038/s41597-021-00918-7,Neotoma,0000-0002-2700-4605
10.1038/s41597-019-0267-3,Neotoma,0000-0002-2700-4605
10.1073/pnas.2018733118,Neotoma,0000-0002-2700-4605
10.1038/s41559-018-0722-0,Neotoma,0000-0002-2700-4605
10.1126/science.abf3870,Neotoma,0000-0002-2700-4605
10.1007/s13280-021-01554-6,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0220284,Neotoma,0000-0002-2700-4605
10.1038/s41559-018-0560-0,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0280517,Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102797,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0255223,Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.942366,Neotoma,0000-0002-2700-4605
10.1126/sciadv.aav3809,Neotoma,0000-0002-2700-4605
10.1038/s41598-022-10714-x,Neotoma,0000-0002-2700-4605
10.1093/pnasnexus/pgad061,Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.903192,Neotoma,0000-0002-2700-4605
10.1002/ece3.9876,Neotoma,0000-0002-2700-4605
10.1007/s12520-021-01275-7,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2021.148730,Neotoma,0000-0002-2700-4605
10.1073/pnas.2024898118,Neotoma,0000-0002-2700-4605
10.1038/s41598-021-89999-3,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.139723,Neotoma,0000-0002-2700-4605
10.1038/s41467-022-34010-4,Neotoma,0000-0002-2700-4605
10.1016/j.scib.2023.03.013,Neotoma,0000-0002-2700-4605
10.1007/s10021-020-00587-4,Neotoma,0000-0002-2700-4605
10.1098/rstb.2020.0498,Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.980840,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.140584,Neotoma,0000-0002-2700-4605
10.1126/sciadv.abf9557,Neotoma,0000-0002-2700-4605
10.1007/s00334-019-00749-y,Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01943-4,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.155660,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0246821,Neotoma,0000-0002-2700-4605
10.1002/ece3.9362,Neotoma,0000-0002-2700-4605
10.1073/pnas.2022210118,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0271548,Neotoma,0000-0002-2700-4605
10.1111/brv.12968,Neotoma,0000-0002-2700-4605
10.1073/pnas.2022206118,Neotoma,0000-0002-2700-4605
10.1038/s41598-020-65834-z,Neotoma,0000-0002-2700-4605
10.1016/j.dib.2021.107650,Neotoma,0000-0002-2700-4605
10.1007/s00334-021-00844-z,Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1071273,Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.154115,Neotoma,0000-0002-2700-4605
10.1002/ece3.9486,Neotoma,0000-0002-2700-4605
10.1038/s42003-022-04354-0,Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0243719,Maybe Neotoma,0000-0002-2700-4605
10.1111/pala.12615,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41598-021-82362-6,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.isci.2021.102190,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0237608,Maybe Neotoma,0000-0002-2700-4605
10.1006/jhev.1996.0107,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2010.01.008,Maybe Neotoma,0000-0002-2700-4605
10.1007/s11356-019-05354-0,Maybe Neotoma,0000-0002-2700-4605
10.3347/kjp.2019.57.6.567,Maybe Neotoma,0000-0002-2700-4605
10.2175/106143014X14062131178196,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0224741,Maybe Neotoma,0000-0002-2700-4605
10.1007/s00792-020-01181-1,Maybe Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1009452,Maybe Neotoma,0000-0002-2700-4605
10.3732/ajb.1600390,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.153829,Maybe Neotoma,0000-0002-2700-4605
10.11646/zootaxa.4701.4.2,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.dib.2020.106565,Maybe Neotoma,0000-0002-2700-4605
10.3390/biology11091258,Maybe Neotoma,0000-0002-2700-4605
10.1098/rspb.2022.1904,Maybe Neotoma,0000-0002-2700-4605
10.1126/science.abg4044,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0281545,Maybe Neotoma,0000-0002-2700-4605
10.1007/s12520-020-01251-7,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41598-021-93765-w,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41598-021-91057-x,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2021.e08569,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41598-019-43169-8,Maybe Neotoma,0000-0002-2700-4605
10.1007/s00442-020-04667-z,Maybe Neotoma,0000-0002-2700-4605
10.1111/ele.13667,Maybe Neotoma,0000-0002-2700-4605
10.1111/ele.14063,Maybe Neotoma,0000-0002-2700-4605
10.7554/eLife.63390,Maybe Neotoma,0000-0002-2700-4605
10.1126/sciadv.abi4642,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41597-022-01118-7,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0223752,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0272947,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0232906,Maybe Neotoma,0000-0002-2700-4605
10.3390/plants11040471,Maybe Neotoma,0000-0002-2700-4605
10.1073/pnas.1620752114,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.103047,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2018.07.008,Maybe Neotoma,0000-0002-2700-4605
10.1111/gcb.15573,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0280347,Maybe Neotoma,0000-0002-2700-4605
10.1073/pnas.2116329118,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41598-018-27647-z,Maybe Neotoma,0000-0002-2700-4605
10.1007/s00334-018-0702-y,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41598-018-26218-6,Maybe Neotoma,0000-0002-2700-4605
10.1073/pnas.2114213118,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41559-021-01474-4,Maybe Neotoma,0000-0002-2700-4605
10.1111/jmi.13175,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.dib.2023.109033,Maybe Neotoma,0000-0002-2700-4605
10.3389/fpls.2023.1131557,Maybe Neotoma,0000-0002-2700-4605
10.3390/plants11152050,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0279491,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0281008,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0277389,Maybe Neotoma,0000-0002-2700-4605
10.1111/ele.14016,Maybe Neotoma,0000-0002-2700-4605
10.1126/sciadv.aaz4724,Maybe Neotoma,0000-0002-2700-4605
10.1126/science.abo2475,Maybe Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.677159,Maybe Neotoma,0000-0002-2700-4605
10.3897/phytokeys.156.54175,Maybe Neotoma,0000-0002-2700-4605
10.1098/rstb.2020.0483,Maybe Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.155153,Maybe Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0242280,Maybe Neotoma,0000-0002-2700-4605
10.1111/gcb.15824,Maybe Neotoma,0000-0002-2700-4605
10.3390/biology11101442,Maybe Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01862-4,Maybe Neotoma,0000-0002-2700-4605
10.1007/s10739-022-09677-6,Maybe Neotoma,0000-0002-2700-4605
10.1007/s00484-023-02483-7,Not Neotoma,0000-0002-2700-4605
10.1513/AnnalsATS.202212-996CME,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2023.1131735,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodres.2023.112699,Not Neotoma,0000-0002-2700-4605
10.1016/j.pestbp.2023.105386,Not Neotoma,0000-0002-2700-4605
10.3390/insects14040365,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-33856-y,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2023.163543,Not Neotoma,0000-0002-2700-4605
10.1089/end.2017.0860,Not Neotoma,0000-0002-2700-4605
10.1002/ajb2.16170,Not Neotoma,0000-0002-2700-4605
10.3390/plants12071567,Not Neotoma,0000-0002-2700-4605
10.3390/plants12071563,Not Neotoma,0000-0002-2700-4605
10.3390/plants12071542,Not Neotoma,0000-0002-2700-4605
10.3390/cells12071096,Not Neotoma,0000-0002-2700-4605
10.1016/j.psj.2023.102628,Not Neotoma,0000-0002-2700-4605
10.1002/ecm.1551,Not Neotoma,0000-0002-2700-4605
10.1186/s12870-023-04189-9,Not Neotoma,0000-0002-2700-4605
10.1111/plb.13523,Not Neotoma,0000-0002-2700-4605
10.1038/s41477-023-01389-x,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pbio.3002073,Not Neotoma,0000-0002-2700-4605
10.2174/1574888X18666230330104314,Not Neotoma,0000-0002-2700-4605
10.1007/978-1-0716-3131-7_22,Not Neotoma,0000-0002-2700-4605
10.1093/plphys/kiad196,Not Neotoma,0000-0002-2700-4605
10.1097/NMC.0000000000000927,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2023.1089514,Not Neotoma,0000-0002-2700-4605
10.1007/s10739-023-09704-0,Not Neotoma,0000-0002-2700-4605
10.1097/MOP.0000000000001237,Not Neotoma,0000-0002-2700-4605
10.1093/jxb/eraa217,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2023.1118670,Not Neotoma,0000-0002-2700-4605
10.3390/plants12051028,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodchem.2023.135811,Not Neotoma,0000-0002-2700-4605
10.3390/insects11110795,Not Neotoma,0000-0002-2700-4605
10.1186/s13036-022-00322-8,Not Neotoma,0000-0002-2700-4605
10.1159/000513627,Not Neotoma,0000-0002-2700-4605
10.1016/j.jprot.2023.104867,Not Neotoma,0000-0002-2700-4605
10.1002/etc.5602,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koad056,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-023-01990-5,Not Neotoma,0000-0002-2700-4605
10.13345/j.cjb.220336,Not Neotoma,0000-0002-2700-4605
10.1093/treephys/tpaa151,Not Neotoma,0000-0002-2700-4605
10.17113/ftb.60.04.22.7703,Not Neotoma,0000-0002-2700-4605
10.15036/arerugi.72.18,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodchem.2023.135597,Not Neotoma,0000-0002-2700-4605
10.1111/all.15673,Not Neotoma,0000-0002-2700-4605
10.1016/j.gene.2023.147284,Not Neotoma,0000-0002-2700-4605
10.3390/foods12030625,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.216.85972,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.199.80727,Not Neotoma,0000-0002-2700-4605
10.3897/BDJ.10.e83523,Not Neotoma,0000-0002-2700-4605
10.2147/CEOR.S377399,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.215.96263,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.9795,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2022.1026304,Not Neotoma,0000-0002-2700-4605
10.1007/s00709-020-01583-0,Not Neotoma,0000-0002-2700-4605
10.1016/j.alit.2023.01.003,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1096804,Not Neotoma,0000-0002-2700-4605
10.3389/fgeed.2022.1085023,Not Neotoma,0000-0002-2700-4605
10.5114/ada.2022.117978,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020373,Not Neotoma,0000-0002-2700-4605
10.3390/foods12020294,Not Neotoma,0000-0002-2700-4605
10.1016/j.fsigen.2020.102393,Not Neotoma,0000-0002-2700-4605
10.3390/antibiotics12010101,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-57735-y,Not Neotoma,0000-0002-2700-4605
10.1007/s00122-023-04291-4,Not Neotoma,0000-0002-2700-4605
10.1038/s41477-022-01323-7,Not Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2022.e12651,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-24549-z,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.9707,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.9670,Not Neotoma,0000-0002-2700-4605
10.1002/adma.202209812,Not Neotoma,0000-0002-2700-4605
10.26444/aaem/152837,Not Neotoma,0000-0002-2700-4605
10.1016/j.anl.2022.12.001,Not Neotoma,0000-0002-2700-4605
10.1016/j.envres.2022.115149,Not Neotoma,0000-0002-2700-4605
10.3390/plants11243501,Not Neotoma,0000-0002-2700-4605
10.3390/insects13121146,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-26164-4,Not Neotoma,0000-0002-2700-4605
10.1086/721918,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1056190,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.160879,Not Neotoma,0000-0002-2700-4605
10.1007/s10661-022-10763-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.anai.2022.11.026,Not Neotoma,0000-0002-2700-4605
10.1093/jxb/erac484,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koac357,Not Neotoma,0000-0002-2700-4605
10.1016/j.fct.2022.113550,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-24819-w,Not Neotoma,0000-0002-2700-4605
10.1016/j.amjoto.2022.103694,Not Neotoma,0000-0002-2700-4605
10.1007/s10453-022-09759-2,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodchem.2022.135075,Not Neotoma,0000-0002-2700-4605
10.1002/ecy.3939,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2022.1987,Not Neotoma,0000-0002-2700-4605
10.1002/clt2.12196,Not Neotoma,0000-0002-2700-4605
10.1007/s00442-022-05285-7,Not Neotoma,0000-0002-2700-4605
10.3390/plants11223012,Not Neotoma,0000-0002-2700-4605
10.3390/ijms232214105,Not Neotoma,0000-0002-2700-4605
10.3390/ijms232213963,Not Neotoma,0000-0002-2700-4605
10.3390/pathogens11111347,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-018-0696-y,Not Neotoma,0000-0002-2700-4605
10.1111/nph.18629,Not Neotoma,0000-0002-2700-4605
10.1016/j.chmed.2022.02.004,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.160180,Not Neotoma,0000-0002-2700-4605
10.1007/s12298-022-01240-1,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0277341,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.30142,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhazmat.2022.130304,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-022-24048-8,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.14165,Not Neotoma,0000-0002-2700-4605
10.1002/ecy.3900,Not Neotoma,0000-0002-2700-4605
10.1016/j.plantsci.2022.111518,Not Neotoma,0000-0002-2700-4605
10.1007/s00484-022-02398-9,Not Neotoma,0000-0002-2700-4605
10.1111/tpj.16014,Not Neotoma,0000-0002-2700-4605
10.1134/S0012496622050027,Not Neotoma,0000-0002-2700-4605
10.3390/molecules27207018,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.159630,Not Neotoma,0000-0002-2700-4605
10.3390/ijms231911683,Not Neotoma,0000-0002-2700-4605
10.3390/ijms231911410,Not Neotoma,0000-0002-2700-4605
10.1002/eap.2759,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2207558119,Not Neotoma,0000-0002-2700-4605
10.1155/2022/6153577,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.1000583,Not Neotoma,0000-0002-2700-4605
10.1111/mec.16719,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2022.09.013,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.159109,Not Neotoma,0000-0002-2700-4605
10.23822/EurAnnACI.1764-1489.269,Not Neotoma,0000-0002-2700-4605
10.1002/ecy.3839,Not Neotoma,0000-0002-2700-4605
10.3390/ijms231810420,Not Neotoma,0000-0002-2700-4605
10.1016/j.jare.2022.09.006,Not Neotoma,0000-0002-2700-4605
10.34133/2022/9809538,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0272580,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-19946-3,Not Neotoma,0000-0002-2700-4605
10.1111/mec.16689,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodres.2022.111667,Not Neotoma,0000-0002-2700-4605
10.2147/JAA.S373307,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0240354,Not Neotoma,0000-0002-2700-4605
10.1111/mec.16682,Not Neotoma,0000-0002-2700-4605
10.1021/acsomega.2c03949,Not Neotoma,0000-0002-2700-4605
10.1007/s00484-022-02348-5,Not Neotoma,0000-0002-2700-4605
10.1111/eva.13467,Not Neotoma,0000-0002-2700-4605
10.1016/j.bbadis.2022.166531,Not Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2022.e10191,Not Neotoma,0000-0002-2700-4605
10.3390/biology11081203,Not Neotoma,0000-0002-2700-4605
10.1016/j.cris.2021.100022,Not Neotoma,0000-0002-2700-4605
10.1111/1744-7917.13104,Not Neotoma,0000-0002-2700-4605
10.1055/s-0043-1767673,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaci.2022.07.024,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.927725,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.946781,Not Neotoma,0000-0002-2700-4605
10.1007/s00709-022-01802-w,Not Neotoma,0000-0002-2700-4605
10.1111/jipb.13340,Not Neotoma,0000-0002-2700-4605
10.1111/jbi.14448,Not Neotoma,0000-0002-2700-4605
10.1016/j.plantsci.2022.111394,Not Neotoma,0000-0002-2700-4605
10.1016/j.fochms.2022.100119,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.878498,Not Neotoma,0000-0002-2700-4605
10.1093/jisesa/ieac043,Not Neotoma,0000-0002-2700-4605
10.1111/nph.18368,Not Neotoma,0000-0002-2700-4605
10.1016/j.envres.2022.113798,Not Neotoma,0000-0002-2700-4605
10.1111/mec.16607,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2022.875119,Not Neotoma,0000-0002-2700-4605
10.1002/cm.21713,Not Neotoma,0000-0002-2700-4605
10.3390/ijms23126864,Not Neotoma,0000-0002-2700-4605
10.1002/cbdv.202200406,Not Neotoma,0000-0002-2700-4605
